Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp,Equipment
Close push-up to wide push-up,https://www.bodybuilding.com/exercises/pushups-close-and-wide-hand-positions,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-105a-close-push-up-to-wide-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-105a-close-push-up-to-wide-push-up-m4-square-600x600.jpg,Chest,Body Only
Single-arm dumbbell triceps extension,https://www.bodybuilding.com/exercises/dumbbell-one-arm-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-130d-single-arm-dumbbell-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-130d-single-arm-dumbbell-triceps-extension-m3-square-600x600.jpg,Triceps,Dumbbell
Butterfly,https://www.bodybuilding.com/exercises/butterfly,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53m-machine-chest-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53m-machine-chest-fly-m2-square-600x600.jpg,Chest,Machine
Seated face pull,https://www.bodybuilding.com/exercises/low-pulley-row-to-neck,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70c-seated-face-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70c-seated-face-pull-m2-square-600x600.jpg,Shoulders,Cable
Rack Pull with Bands,https://www.bodybuilding.com/exercises/rack-pull-with-bands,,,Lower Back,Barbell
Drag curl,https://www.bodybuilding.com/exercises/drag-curl,,,Biceps,Barbell
Hang Clean - Below the Knees,https://www.bodybuilding.com/exercises/hang-clean-below-the-knees,,,Quadriceps,Barbell
Decline oblique crunch,https://www.bodybuilding.com/exercises/decline-oblique-crunch,,,Abdominals,None
Dumbbell external shoulder rotation,https://www.bodybuilding.com/exercises/external-rotation,,,Shoulders,Dumbbell
Single-arm bent-over cable rear delt fly,https://www.bodybuilding.com/exercises/bent-over-low-pulley-side-lateral,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48c-single-arm-cable-rear-delt-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48c-single-arm-cable-rear-delt-fly-m2-square-600x600.jpg,Shoulders,Cable
Clean,https://www.bodybuilding.com/exercises/clean,https://www.bodybuilding.com/exercises/exerciseImages/sequences/669/Male/m/669_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/669/Male/m/669_2.jpg,Hamstrings,Barbell
Single-arm incline lateral raise,https://www.bodybuilding.com/exercises/one-arm-incline-lateral-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-24n-single-arm-incline-lateral-raise-m1-square-600x600.jpg,,Shoulders,Dumbbell
Decline bar press sit-up,https://www.bodybuilding.com/exercises/press-sit-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-44n-decline-press-sit-up-m1-square-600x600.jpg,,Abdominals,Barbell
Barbell rear delt bent-over row,https://www.bodybuilding.com/exercises/barbell-rear-delt-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-03b-barbell-rear-delt-bent-over-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-03b-barbell-rear-delt-bent-over-row-m2-square-600x600.jpg,Shoulders,Barbell
Calf Press,https://www.bodybuilding.com/exercises/calf-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m2-square-600x600.jpg,Calves,Machine
Kettlebell alternating renegade row,https://www.bodybuilding.com/exercises/alternating-renegade-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m2-square-600x600.jpg,Middle Back,Kettlebells
Bosu Ball Cable Crunch With Side Bends,https://www.bodybuilding.com/exercises/bosu-ball-cable-crunch-with-side-bends,https://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_2.jpg,Abdominals,Cable
Stomach Vacuum,https://www.bodybuilding.com/exercises/stomach-vacuum,https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_2.jpg,Abdominals,Body Only
Hammer Grip Incline DB Bench Press,https://www.bodybuilding.com/exercises/hammer-grip-incline-db-bench-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_2.jpg,Chest,Dumbbell
Wide-grip hands-elevated push-up,https://www.bodybuilding.com/exercises/incline-push-up-wide,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m2-square-600x600.jpg,Chest,Body Only
Decline Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/decline-dumbbell-triceps-extension,https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/m/167_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/m/167_2.jpg,Triceps,Dumbbell
Jumping jack-,https://www.bodybuilding.com/exercises/jumping-jacks,,,Quadriceps,Body Only
Push-Ups With Feet On An Exercise Ball,https://www.bodybuilding.com/exercises/push-ups-with-feet-on-an-exercise-ball,,,Chest,Body Only
Seated cable shoulder press,https://www.bodybuilding.com/exercises/seated-cable-shoulder-press,,,Shoulders,Cable
Barbell hack squat,https://www.bodybuilding.com/exercises/barbell-hack-squat,,,Quadriceps,Barbell
Feet-elevated push-up,https://www.bodybuilding.com/exercises/push-ups-with-feet-elevated,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m2-square-600x600.jpg,Chest,Body Only
Good Morning,https://www.bodybuilding.com/exercises/good-morning,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m2-square-600x600.jpg,Hamstrings,Barbell
Leverage Chest Press,https://www.bodybuilding.com/exercises/leverage-chest-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m2-square-600x600.jpg,Chest,Machine
Gironda Sternum Chins,https://www.bodybuilding.com/exercises/gironda-sternum-chins,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_2.jpg,Lats,Other
Exercise ball crunch,https://www.bodybuilding.com/exercises/exercise-ball-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m2-square-600x600.jpg,Abdominals,Exercise Ball
Seated rear delt fly,https://www.bodybuilding.com/exercises/seated-bent-over-rear-delt-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m2-square-600x600.jpg,Shoulders,Dumbbell
Standing face pull,https://www.bodybuilding.com/exercises/face-pull,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m2-square-600x600.jpg,Shoulders,Cable
Glute Ham Raise,https://www.bodybuilding.com/exercises/glute-ham-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m2-square-600x600.jpg,Hamstrings,Machine
Russian twist,https://www.bodybuilding.com/exercises/russian-twist,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m2-600x600.jpg,Abdominals,Body Only
Seated Flat Bench Leg Pull-In,https://www.bodybuilding.com/exercises/seated-flat-bench-leg-pull-in,,,Abdominals,Weight Bench
Barbell shrug,https://www.bodybuilding.com/exercises/barbell-shrug,,,Traps,Barbell
Seated Flat Bench Leg Pull-In,https://www.bodybuilding.com/exercises/seated-flat-bench-leg-pull-in,https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_2.jpg,Abdominals,Weight Bench
Barbell shrug,https://www.bodybuilding.com/exercises/barbell-shrug,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-04b-barbell-shrug-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-04b-barbell-shrug-m2-square-600x600.jpg,Traps,Barbell
Standing cable rear delt row,https://www.bodybuilding.com/exercises/cable-rope-rear-delt-rows,,,Shoulders,Cable
Flat Bench Lying Leg Raise,https://www.bodybuilding.com/exercises/flat-bench-lying-leg-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m2-square-600x600.jpg,Abdominals,Body Only
Hack Squat,https://www.bodybuilding.com/exercises/hack-squat,,,Quadriceps,Barbell
Dumbbell skullcrusher,https://www.bodybuilding.com/exercises/lying-dumbbell-tricep-extension,,,Triceps,Dumbbell
Man-maker,https://www.bodybuilding.com/exercises/man-maker,,,Middle Back,Dumbbell
Pallof press,https://www.bodybuilding.com/exercises/pallof-press,,,Abdominals,Other
Knees tucked crunch,https://www.bodybuilding.com/exercises/tuck-crunch,,,Abdominals,Body Only
Straight-arm dumbbell pull-over,https://www.bodybuilding.com/exercises/straight-arm-dumbbell-pullover,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m2-square-600x600.jpg,Chest,Dumbbell
Arms-crossed jump squat,https://www.bodybuilding.com/exercises/freehand-jump-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43a-arms-crossed-jump-squat-m2-square-600x600.jpg,,Quadriceps,Body Only
Decline Smith Press,https://www.bodybuilding.com/exercises/decline-smith-press,,,Chest,Machine
Band Skull Crusher,https://www.bodybuilding.com/exercises/band-skull-crusher,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_2.jpg,Triceps,
Side Wrist Pull,https://www.bodybuilding.com/exercises/side-wrist-pull,https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_2.jpg,Shoulders,None
Isometric Wipers,https://www.bodybuilding.com/exercises/isometric-wipers,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-122a-typewriter-push-up-m2-square-600x600.jpg,,Chest,Body Only
Skating,https://www.bodybuilding.com/exercises/skating,,,Quadriceps,Other
Cable cross-over,https://www.bodybuilding.com/exercises/cable-iron-cross,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1c-cable-cross-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1c-cable-cross-over-m2-square-600x600.jpg,Chest,Cable
Treadmill running,https://www.bodybuilding.com/exercises/running-treadmill,,,Quadriceps,Machine
One Arm Pronated Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/one-arm-pronated-dumbbell-triceps-extension,,,Triceps,Dumbbell
Single-arm kettlebell clean and jerk,https://www.bodybuilding.com/exercises/one-arm-kettlebell-clean-and-jerk-,,,Shoulders,Kettlebells
Side To Side Chins,https://www.bodybuilding.com/exercises/side-to-side-chins,,,Lats,Body Only
Incline Dumbbell Bench With Palms Facing In,https://www.bodybuilding.com/exercises/incline-dumbbell-bench-with-palms-facing-in,,,Chest,Dumbbell
Seated palms-down wrist curl,https://www.bodybuilding.com/exercises/seated-dumbbell-palms-down-wrist-curl,,,Forearms,Dumbbell
Standing leg swing,https://www.bodybuilding.com/exercises/front-leg-raises,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83s-standing-leg-swing-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83s-standing-leg-swing-m2-square-600x600.jpg,Hamstrings,Body Only
Clock push-up,https://www.bodybuilding.com/exercises/clock-push-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-103a-clock-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-103a-clock-push-up-m6-square-600x600.jpg,Chest,Body Only
Machine seated row,https://www.bodybuilding.com/exercises/leverage-iso-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-91m-machine-seated-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-91m-machine-seated-row-m2-square-600x600.jpg,Lats,Machine
Lying Face Up Plate Neck Resistance,https://www.bodybuilding.com/exercises/lying-face-up-plate-neck-resistance,https://www.bodybuilding.com/exercises/exerciseImages/sequences/26/Male/m/26_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/26/Male/m/26_2.jpg,Neck,Other
Weighted sissy squat,https://www.bodybuilding.com/exercises/weighted-sissy-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-180s-weighted-sissy-squat-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-180s-weighted-sissy-squat-m2-600x600.jpg,Quadriceps,Other
Jog In Place,https://www.bodybuilding.com/exercises/jog-in-place,,,Quadriceps,
Dumbbell Raise,https://www.bodybuilding.com/exercises/dumbbell-raise,,,Shoulders,Dumbbell
Palms-Down Dumbbell Wrist Curl Over A Bench,https://www.bodybuilding.com/exercises/palms-down-dumbbell-wrist-curl-over-a-bench,,,Forearms,Dumbbell
One Arm Supinated Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/one-arm-supinated-dumbbell-triceps-extension,,,Triceps,Dumbbell
Jog In Place,https://www.bodybuilding.com/exercises/jog-in-place,https://www.bodybuilding.com/images/2020/xdb/2963_1.jpg,https://www.bodybuilding.com/images/2020/xdb/2963_2.jpg,Quadriceps,
Dumbbell Raise,https://www.bodybuilding.com/exercises/dumbbell-raise,https://www.bodybuilding.com/exercises/exerciseImages/sequences/327/Male/m/327_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/327/Male/m/327_2.jpg,Shoulders,Dumbbell
Palms-Down Dumbbell Wrist Curl Over A Bench,https://www.bodybuilding.com/exercises/palms-down-dumbbell-wrist-curl-over-a-bench,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4/Male/m/4_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4/Male/m/4_2.jpg,Forearms,Dumbbell
One Arm Supinated Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/one-arm-supinated-dumbbell-triceps-extension,https://www.bodybuilding.com/exercises/exerciseImages/sequences/362/Male/m/362_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/362/Male/m/362_2.jpg,Triceps,Dumbbell
Stationary bike,https://www.bodybuilding.com/exercises/bicycling-stationary,,,Quadriceps,Machine
Dumbbell bent-over row,https://www.bodybuilding.com/exercises/bent-over-two-dumbbell-row,,,Middle Back,Dumbbell
Barbell thruster,https://www.bodybuilding.com/exercises/barbell-thruster,,,Quadriceps,Barbell
Flutter Kicks,https://www.bodybuilding.com/exercises/flutter-kicks,,,Glutes,Weight Bench
Dumbbell sumo squat,https://www.bodybuilding.com/exercises/plie-dumbbell-squat,,,Quadriceps,Dumbbell
Barbell upright row,https://www.bodybuilding.com/exercises/upright-barbell-row,,,Shoulders,Barbell
Superman,https://www.bodybuilding.com/exercises/superman,,,Lower Back,Body Only
Straight-Arm Pulldown,https://www.bodybuilding.com/exercises/straight-arm-pulldown,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-104c-straight-arm-bar-pull-down-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-104c-straight-arm-bar-pull-down-m2-600x600.jpg,Lats,Cable
Barbell stiff-legged deadlift,https://www.bodybuilding.com/exercises/stiff-legged-barbell-deadlift,,,Hamstrings,Barbell
Standing One-Arm Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/standing-one-arm-dumbbell-triceps-extension,,,Triceps,Dumbbells
Smith machine bench press,https://www.bodybuilding.com/exercises/smith-machine-bench-press,,,Chest,Machine
Seated Side Lateral Raise,https://www.bodybuilding.com/exercises/seated-side-lateral-raise,,,Shoulders,Dumbbell
Dumbbell Lying Rear Lateral Raise,https://www.bodybuilding.com/exercises/dumbbell-lying-rear-lateral-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13n-incline-dumbbell-reverse-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13n-incline-dumbbell-reverse-fly-m2-square-600x600.jpg,Shoulders,Dumbbell
Dumbbell preacher curl,https://www.bodybuilding.com/exercises/two-arm-dumbbell-preacher-curl,,,Biceps,Dumbbell
Front Raise And Pullover,https://www.bodybuilding.com/exercises/front-raise-and-pullover,,,Chest,Barbell
Dumbbell seated box jump,https://www.bodybuilding.com/exercises/dumbbell-seated-box-jump,,,Quadriceps,Dumbbell
Middle Back Shrug,https://www.bodybuilding.com/exercises/middle-back-shrug,,,Middle Back,Dumbbell
Incline face-down bar front raise,https://www.bodybuilding.com/exercises/straight-raises-on-incline-bench,,,Shoulders,E-Z Curl Bar
Butt-Ups,https://www.bodybuilding.com/exercises/butt-ups,,,Abdominals,Body Only
Band Good Morning (Pull Through),https://www.bodybuilding.com/exercises/band-good-morning-pull-through,,,Hamstrings,Bands
Bodyweight Reverse Lunge,https://www.bodybuilding.com/exercises/bodyweight-reverse-lunge,,,Quadriceps,Body Only
Seated One-Arm Dumbbell Palms-Down Wrist Curl,https://www.bodybuilding.com/exercises/seated-one-arm-dumbbell-palms-down-wrist-curl,,,Forearms,Dumbbell
Glute Kickback,https://www.bodybuilding.com/exercises/glute-kickback,,,Glutes,Body Only
Treadmill jogging,https://www.bodybuilding.com/exercises/jogging-treadmill,,,Quadriceps,Machine
Plate Pinch,https://www.bodybuilding.com/exercises/plate-pinch,,,Forearms,Other
Yates Row Reverse Grip,https://www.bodybuilding.com/exercises/yates-row-reverse-grip,,,Middle Back,Barbell
Linear Acceleration Wall Drill,https://www.bodybuilding.com/exercises/linear-acceleration-wall-drill,,,Hamstrings,Body Only
Reverse-grip bench press,https://www.bodybuilding.com/exercises/reverse-triceps-bench-press,,,Triceps,Barbell
Leverage Decline Chest Press,https://www.bodybuilding.com/exercises/leverage-decline-chest-press,,,Chest,Machine
Chain Handle Extension,https://www.bodybuilding.com/exercises/chain-handle-extension,,,Triceps,Other
